id,area_index,area,time,time_end,time_stayed
12986,0,entrance 2-0,32610,32619,9
12986,1,common,32620,32655,33
12986,2,reception,32656,32918,262
12986,3,common,32919,32964,41
12986,4,south stairway (1st floor),32965,32972,7
12986,5,common,32973,33066,84
12986,6,main convention,33067,38087,5013
12986,7,common,38088,38425,320
12986,8,poster area,38426,38456,28
12986,9,common,38457,38537,76
12986,10,sub convention a,38538,41017,2476
12986,11,common,41018,41138,115
12986,12,poster area,41139,41151,12
12986,13,common,41152,41321,152
12986,14,main convention,41322,42907,1577
12986,15,common,42908,42974,60
12986,16,exit 15-0,42975,43035,60
12988,0,entrance 0-2,32610,32618,8
12988,1,common,32619,32646,25
12988,2,reception,32647,32828,181
12988,3,common,32829,32839,10
12988,4,reception,32840,32880,40
12988,5,common,32881,32967,76
12988,6,toilet 1,32968,33076,107
12988,7,common,33077,33095,17
12988,8,poster area,33096,33626,529
12988,9,common,33627,33888,261
12988,10,poster area,33889,33908,18
12988,11,common,33909,34275,363
12988,12,sub convention b,34276,39859,5582
12988,13,common,39860,39869,9
12988,14,poster area,39870,39888,17
12988,15,common,39889,39900,11
12988,16,toilet 1,39901,40283,381
12988,17,common,40284,40296,12
12988,18,poster area,40297,40314,16
12988,19,common,40315,40395,72
12988,20,reception,40396,40402,6
12988,21,common,40403,40410,7
12988,22,exit 5-0,40411,40471,60
12995,0,entrance 0-2,31330,31337,7
12995,1,common,31338,31371,30
12995,2,reception,31372,31758,386
12995,3,common,31759,31859,89
12995,4,exhibition hall,31860,32508,636
12995,5,common,32509,32635,122
12995,6,main convention,32636,37760,5102
12995,7,common,37761,37792,29
12995,8,toilet 2,37793,37838,45
12995,9,common,37839,38098,237
12995,10,poster area,38099,38115,15
12995,11,common,38116,38135,18
12995,12,sub convention a,38136,40347,2209
12995,13,common,40348,40356,8
12995,14,poster area,40357,40373,15
12995,15,common,40374,40788,414
12995,16,poster area,40789,40827,36
12995,17,common,40828,41215,375
12995,18,exit 5-0,41216,41276,60
12998,0,entrance 4-0,30800,30808,8
12998,1,common,30809,30816,7
12998,2,reception,30817,31148,331
12998,3,common,31149,31247,86
12998,4,exhibition hall,31248,32400,1151
12998,5,common,32401,32443,38
12998,6,main convention,32444,37930,5476
12998,7,common,37931,37975,41
12998,8,toilet 2,37976,38352,375
12998,9,common,38353,38524,151
12998,10,poster area,38525,38535,10
12998,11,common,38536,38636,94
12998,12,sub convention a,38637,40749,2111
12998,13,common,40750,40767,17
12998,14,poster area,40768,40789,20
12998,15,common,40790,41376,585
12998,16,poster area,41377,41778,400
12998,17,common,41779,41927,135
12998,18,main convention,41928,42201,270
12998,19,common,42202,42340,121
12998,20,exit 5-0,42341,42401,60
13001,0,entrance 2-0,34030,34038,8
13001,1,common,34039,34046,7
13001,2,reception,34047,34268,221
13001,3,common,34269,34276,7
13001,4,reception,34277,34294,17
13001,5,common,34295,34392,89
13001,6,sub convention b,34393,39950,5552
13001,7,common,39951,39959,8
13001,8,poster area,39960,40898,937
13001,9,common,40899,40934,34
13001,10,toilet 1,40935,41038,103
13001,11,common,41039,41079,39
13001,12,poster area,41080,41115,34
13001,13,common,41116,41148,31
13001,14,poster area,41149,41162,13
13001,15,common,41163,41210,42
13001,16,exit 5-0,41211,41271,60
13003,0,entrance 7-0,31720,31727,7
13003,1,common,31728,31762,31
13003,2,room 2,31763,32418,655
13003,3,common,32419,32791,355
13003,4,main convention,32792,37979,5173
13003,5,common,37980,38089,96
13003,6,sub convention a,38090,40908,2817
13003,7,common,40909,41848,936
13003,8,poster area,41849,41865,15
13003,9,common,41866,41876,10
13003,10,toilet 1,41877,41938,61
13003,11,common,41939,42008,63
13003,12,room 2,42009,42688,679
13003,13,common,42689,42816,110
13003,14,exit 19-15,42817,42877,60
13004,0,entrance 2-0,33400,33407,7
13004,1,common,33408,33422,13
13004,2,reception,33423,33758,335
13004,3,common,33759,33794,31
13004,4,poster area,33795,33816,20
13004,5,common,33817,34310,477
13004,6,service counter,34311,34316,5
13004,7,common,34317,34329,11
13004,8,room 3,34330,34454,123
13004,9,common,34455,34467,11
13004,10,service counter,34468,34479,10
13004,11,common,34480,34555,64
13004,12,poster area,34556,34562,6
13004,13,common,34563,34595,29
13004,14,sub convention b,34596,39155,4557
13004,15,common,39156,39166,10
13004,16,poster area,39167,39183,15
13004,17,common,39184,39346,150
13004,18,service counter,39347,39359,11
13004,19,common,39360,39407,41
13004,20,toilet 2,39408,39448,40
13004,21,common,39449,39594,124
13004,22,poster area,39595,39621,24
13004,23,common,39622,39668,42
13004,24,sub convention a,39669,40957,1286
13004,25,common,40958,40992,34
13004,26,poster area,40993,41044,49
13004,27,common,41045,41067,22
13004,28,toilet 1,41068,41158,90
13004,29,common,41159,41325,154
13004,30,exit 15-0,41326,41386,60
13005,0,entrance 0-2,30780,30788,8
13005,1,common,30789,30805,15
13005,2,reception,30806,31008,202
13005,3,common,31009,31119,97
13005,4,exhibition hall,31120,32401,1279
13005,5,common,32402,32463,55
13005,6,main convention,32464,35049,2577
13005,7,common,35050,35078,26
13005,8,toilet 2,35079,35128,49
13005,9,common,35129,35174,41
13005,10,main convention,35175,37716,2529
13005,11,common,37717,37748,29
13005,12,toilet 2,37749,37847,97
13005,13,common,37848,38136,265
13005,14,room 1,38137,38365,227
13005,15,common,38366,38415,46
13005,16,poster area,38416,38424,8
13005,17,common,38425,39028,603
13005,18,poster area,39029,39036,7
13005,19,common,39037,39292,238
13005,20,service counter,39293,39300,7
13005,21,common,39301,39361,56
13005,22,main convention,39362,41520,2155
13005,23,common,41521,41592,66
13005,24,service counter,41593,41609,15
13005,25,common,41610,41627,16
13005,26,exit 17-0,41628,41688,60
13009,0,entrance 2-0,31180,31189,9
13009,1,common,31190,31215,23
13009,2,reception,31216,31428,212
13009,3,common,31429,31464,32
13009,4,poster area,31465,31487,20
13009,5,common,31488,31512,22
13009,6,toilet 1,31513,31569,55
13009,7,common,31570,31577,7
13009,8,poster area,31578,32408,827
13009,9,common,32409,32855,429
13009,10,main convention,32856,37923,5054
13009,11,common,37924,38146,208
13009,12,poster area,38147,38178,29
13009,13,common,38179,38228,46
13009,14,sub convention a,38229,40891,2659
13009,15,common,40892,40922,30
13009,16,poster area,40923,40976,51
13009,17,common,40977,41245,244
13009,18,toilet 2,41246,41358,111
13009,19,common,41359,41416,51
13009,20,service counter,41417,41431,13
13009,21,common,41432,41466,31
13009,22,exit 15-0,41467,41527,60
13011,0,entrance 0-2,33710,33718,8
13011,1,common,33719,33752,30
13011,2,reception,33753,34058,305
13011,3,common,34059,34135,69
13011,4,poster area,34136,34208,72
13011,5,common,34209,34221,12
13011,6,sub convention b,34222,40333,6109
13011,7,common,40334,40344,10
13011,8,poster area,40345,40362,16
13011,9,common,40363,40373,10
13011,10,toilet 1,40374,40519,144
13011,11,common,40520,40532,12
13011,12,poster area,40533,40554,20
13011,13,common,40555,41328,773
13011,14,poster area,41329,41340,11
13011,15,common,41341,41507,155
13011,16,exit 5-0,41508,41568,60
13021,0,entrance 2-0,30610,30618,8
13021,1,common,30619,30635,15
13021,2,reception,30636,30868,232
13021,3,common,30869,30940,62
13021,4,poster area,30941,30947,6
13021,5,common,30948,30961,12
13021,6,toilet 1,30962,31177,214
13021,7,common,31178,31298,105
13021,8,exhibition hall,31299,32564,1254
13021,9,common,32565,32732,163
13021,10,main convention,32733,35034,2294
13021,11,common,35035,35057,21
13021,12,service counter,35058,35073,14
13021,13,common,35074,35126,46
13021,14,south stairway (1st floor),35127,35142,14
13021,15,south stairway (2nd floor),35143,35165,21
13021,16,common,35166,35235,60
13021,17,toilet 3,35236,35555,318
13021,18,common,35556,35625,60
13021,19,south stairway (2nd floor),35626,35641,14
13021,20,south stairway (1st floor),35642,35664,21
13021,21,common,35665,35741,66
13021,22,main convention,35742,37694,1944
13021,23,common,37695,37938,225
13021,24,poster area,37939,38727,786
13021,25,common,38728,38738,10
13021,26,toilet 1,38739,38978,239
13021,27,common,38979,39089,100
13021,28,south stairway (1st floor),39090,39106,15
13021,29,south stairway (2nd floor),39107,39136,28
13021,30,common,39137,39175,35
13021,31,rest area,39176,39236,59
13021,32,common,39237,39264,24
13021,33,south stairway (2nd floor),39265,39280,14
13021,34,south stairway (1st floor),39281,39303,21
13021,35,common,39304,39428,114
13021,36,main convention,39429,41490,2054
13021,37,common,41491,41529,35
13021,38,toilet 2,41530,41668,138
13021,39,common,41669,42811,1112
13021,40,south stairway (1st floor),42812,42820,8
13021,41,common,42821,42867,41
13021,42,exit 17-0,42868,42928,60
13022,0,entrance 4-0,31910,31917,7
13022,1,common,31918,31928,10
13022,2,reception,31929,32388,459
13022,3,common,32389,32452,59
13022,4,south stairway (1st floor),32453,32461,8
13022,5,common,32462,32590,119
13022,6,main convention,32591,34960,2367
13022,7,common,34961,34977,15
13022,8,service counter,34978,34993,14
13022,9,common,34994,35107,100
13022,10,poster area,35108,35127,17
13022,11,common,35128,35134,6
13022,12,sub convention b,35135,37276,2140
13022,13,common,37277,37285,8
13022,14,poster area,37286,37300,13
13022,15,common,37301,37308,7
13022,16,toilet 1,37309,37518,209
13022,17,common,37519,37527,8
13022,18,poster area,37528,37688,159
13022,19,common,37689,38086,394
13022,20,poster area,38087,38095,8
13022,21,common,38096,38146,46
13022,22,south stairway (1st floor),38147,38162,14
13022,23,south stairway (2nd floor),38163,38185,21
13022,24,common,38186,38209,20
13022,25,rest area,38210,39040,829
13022,26,common,39041,39073,29
13022,27,south stairway (2nd floor),39074,39092,17
13022,28,south stairway (1st floor),39093,39118,24
13022,29,common,39119,39241,111
13022,30,main convention,39242,41387,2140
13022,31,common,41388,41486,87
13022,32,south stairway (1st floor),41487,41514,26
13022,33,common,41515,41552,34
13022,34,exit 15-0,41553,41613,60
13024,0,entrance 2-0,30580,30588,8
13024,1,common,30589,30596,7
13024,2,reception,30597,30938,341
13024,3,common,30939,31043,92
13024,4,toilet 1,31044,31279,234
13024,5,common,31280,31322,38
13024,6,poster area,31323,31329,6
13024,7,common,31330,31406,68
13024,8,exhibition hall,31407,32501,1089
13024,9,common,32502,32661,151
13024,10,main convention,32662,37703,5033
13024,11,common,37704,37781,68
13024,12,south stairway (1st floor),37782,37798,15
13024,13,south stairway (2nd floor),37799,37822,22
13024,14,common,37823,37902,70
13024,15,toilet 3,37903,38088,185
13024,16,common,38089,38168,70
13024,17,south stairway (2nd floor),38169,38185,15
13024,18,south stairway (1st floor),38186,38209,22
13024,19,common,38210,38291,77
13024,20,poster area,38292,38313,20
13024,21,common,38314,38389,71
13024,22,sub convention a,38390,40857,2462
13024,23,common,40858,41240,379
13024,24,poster area,41241,41914,671
13024,25,common,41915,41991,69
13024,26,exit 15-0,41992,42052,60
13029,0,entrance 2-0,33650,33658,8
13029,1,common,33659,33685,24
13029,2,reception,33686,34148,462
13029,3,common,34149,34200,47
13029,4,poster area,34201,34236,33
13029,5,common,34237,34455,214
13029,6,poster area,34456,34470,13
13029,7,common,34471,34973,497
13029,8,sub convention c,34974,39031,4056
13029,9,common,39032,39042,10
13029,10,poster area,39043,39072,27
13029,11,common,39073,39084,11
13029,12,toilet 1,39085,39589,503
13029,13,common,39590,39607,16
13029,14,poster area,39608,39615,7
13029,15,common,39616,39806,180
13029,16,reception,39807,39813,6
13029,17,common,39814,39820,6
13029,18,exit 5-0,39821,39881,60
13030,0,entrance 2-0,31940,31948,8
13030,1,common,31949,31978,27
13030,2,reception,31979,32358,379
13030,3,common,32359,32417,54
13030,4,south stairway (1st floor),32418,32434,15
13030,5,south stairway (2nd floor),32435,32460,24
13030,6,common,32461,32574,107
13030,7,south stairway (2nd floor),32575,32595,19
13030,8,south stairway (1st floor),32596,32621,24
13030,9,common,32622,32835,206
13030,10,service counter,32836,32844,8
13030,11,common,32845,32943,95
13030,12,main convention,32944,34902,1950
13030,13,common,34903,35088,165
13030,14,poster area,35089,35095,6
13030,15,common,35096,35120,22
13030,16,toilet 1,35121,35268,147
13030,17,common,35269,35291,20
13030,18,poster area,35292,35299,7
13030,19,common,35300,35309,9
13030,20,poster area,35310,35718,408
13030,21,common,35719,35828,95
13030,22,main convention,35829,37616,1783
13030,23,common,37617,37784,148
13030,24,toilet 1,37785,37901,115
13030,25,common,37902,37912,10
13030,26,poster area,37913,38106,190
13030,27,common,38107,38212,99
13030,28,south stairway (1st floor),38213,38228,14
13030,29,south stairway (2nd floor),38229,38252,22
13030,30,common,38253,38280,24
13030,31,rest area,38281,39092,808
13030,32,common,39093,39148,52
13030,33,south stairway (2nd floor),39149,39172,22
13030,34,south stairway (1st floor),39173,39202,28
13030,35,common,39203,39316,104
13030,36,main convention,39317,41226,1908
13030,37,common,41227,41269,38
13030,38,exhibition hall,41270,41758,488
13030,39,common,41759,41806,43
13030,40,main convention,41807,42852,1041
13030,41,common,42853,42982,113
13030,42,exit 5-0,42983,43043,60
13036,0,entrance 2-0,31730,31740,10
13036,1,common,31741,31757,15
13036,2,reception,31758,32048,290
13036,3,common,32049,32057,8
13036,4,reception,32058,32094,36
13036,5,common,32095,32134,36
13036,6,poster area,32135,32152,16
13036,7,common,32153,32198,42
13036,8,toilet 1,32199,32677,477
13036,9,common,32678,32944,248
13036,10,main convention,32945,37845,4893
13036,11,common,37846,38026,164
13036,12,poster area,38027,38052,23
13036,13,common,38053,38107,50
13036,14,sub convention a,38108,40911,2799
13036,15,common,40912,40943,31
13036,16,poster area,40944,40977,32
13036,17,common,40978,41000,22
13036,18,toilet 1,41001,41058,57
13036,19,common,41059,42133,1052
13036,20,main convention,42134,43124,976
13036,21,common,43125,43227,93
13036,22,south stairway (1st floor),43228,43244,15
13036,23,south stairway (2nd floor),43245,43269,23
13036,24,common,43270,43335,57
13036,25,toilet 3,43336,43476,139
13036,26,common,43477,43553,67
13036,27,south stairway (2nd floor),43554,43569,14
13036,28,south stairway (1st floor),43570,43592,21
13036,29,common,43593,43621,25
13036,30,exit 15-0,43622,43682,60
13039,0,entrance 4-0,31270,31278,8
13039,1,common,31279,31298,18
13039,2,reception,31299,31688,389
13039,3,common,31689,31718,27
13039,4,reception,31719,31756,37
13039,5,common,31757,31854,87
13039,6,exhibition hall,31855,32483,623
13039,7,common,32484,32589,101
13039,8,main convention,32590,37810,5208
13039,9,common,37811,37849,36
13039,10,toilet 2,37850,37908,58
13039,11,common,37909,38226,295
13039,12,poster area,38227,38245,17
13039,13,common,38246,38273,26
13039,14,sub convention a,38274,40329,2053
13039,15,common,40330,40339,9
13039,16,poster area,40340,40388,44
13039,17,common,40389,40524,120
13039,18,main convention,40525,41690,1152
13039,19,common,41691,41749,55
13039,20,toilet 2,41750,41788,38
13039,21,common,41789,41821,30
13039,22,main convention,41822,43047,1218
13039,23,common,43048,43078,27
13039,24,toilet 2,43079,43168,89
13039,25,common,43169,43227,52
13039,26,service counter,43228,43247,18
13039,27,common,43248,43276,27
13039,28,exit 17-0,43277,43337,60
13041,0,entrance 2-0,30670,30677,7
13041,1,common,30678,30692,13
13041,2,reception,30693,31108,415
13041,3,common,31109,31188,69
13041,4,toilet 1,31189,31338,149
13041,5,common,31339,31458,105
13041,6,exhibition hall,31459,34432,2966
13041,7,common,34433,34508,64
13041,8,toilet 2,34509,34765,255
13041,9,common,34766,35065,275
13041,10,poster area,35066,35080,13
13041,11,common,35081,35655,558
13041,12,service counter,35656,35662,6
13041,13,common,35663,35675,11
13041,14,main convention,35676,37624,1931
13041,15,common,37625,37660,32
13041,16,toilet 2,37661,37888,227
13041,17,common,37889,38177,267
13041,18,room 1,38178,38402,223
13041,19,common,38403,38518,107
13041,20,exit 15-0,38519,38579,60
13050,0,entrance 7-0,41030,41037,7
13050,1,common,41038,41079,37
13050,2,room 2,41080,42718,1637
13050,3,common,42719,42810,86
13050,4,poster area,42811,42818,7
13050,5,common,42819,42907,78
13050,6,exit 19-15,42908,42968,60
13051,0,entrance 0-2,32700,32709,9
13051,1,common,32710,32734,22
13051,2,reception,32735,32948,213
13051,3,common,32949,32959,10
13051,4,reception,32960,32991,31
13051,5,common,32992,33058,59
13051,6,poster area,33059,33478,418
13051,7,common,33479,34028,547
13051,8,poster area,34029,34049,19
13051,9,common,34050,34128,69
13051,10,exhibition hall,34129,34272,136
13051,11,common,34273,34411,129
13051,12,poster area,34412,34441,27
13051,13,common,34442,34479,35
13051,14,sub convention b,34480,40558,6078
13051,15,common,40559,40582,22
13051,16,poster area,40583,40632,45
13051,17,common,40633,40798,144
13051,18,toilet 2,40799,41138,338
13051,19,common,41139,41200,54
13051,20,service counter,41201,41215,13
13051,21,common,41216,41251,32
13051,22,exit 15-0,41252,41312,60
13055,0,entrance 2-0,33280,33288,8
13055,1,common,33289,33296,7
13055,2,reception,33297,33608,311
13055,3,common,33609,33618,9
13055,4,reception,33619,33640,21
13055,5,common,33641,33758,107
13055,6,poster area,33759,34247,486
13055,7,common,34248,34261,13
13055,8,sub convention b,34262,39106,4839
13055,9,common,39107,39118,11
13055,10,poster area,39119,39138,18
13055,11,common,39139,39147,8
13055,12,toilet 1,39148,39188,40
13055,13,common,39189,39225,33
13055,14,poster area,39226,39918,692
13055,15,common,39919,40382,446
13055,16,exit 17-0,40383,40443,60
13057,0,entrance 0-2,31280,31287,7
13057,1,common,31288,31302,13
13057,2,reception,31303,31658,355
13057,3,common,31659,31725,60
13057,4,south stairway (1st floor),31726,31741,14
13057,5,south stairway (2nd floor),31742,31764,21
13057,6,common,31765,32429,659
13057,7,south stairway (2nd floor),32430,32448,17
13057,8,south stairway (1st floor),32449,32474,24
13057,9,common,32475,32667,183
13057,10,main convention,32668,37861,5178
13057,11,common,37862,37904,39
13057,12,toilet 2,37905,38014,108
13057,13,common,38015,38317,282
13057,14,poster area,38318,38327,9
13057,15,common,38328,38363,31
13057,16,exit 5-0,38364,38424,60
13065,0,entrance 0-2,31340,31348,8
13065,1,common,31349,31367,17
13065,2,reception,31368,31548,180
13065,3,common,31549,31643,85
13065,4,poster area,31644,31670,24
13065,5,common,31671,31679,8
13065,6,toilet 1,31680,31821,140
13065,7,common,31822,31830,8
13065,8,poster area,31831,31850,18
13065,9,common,31851,31947,86
13065,10,exhibition hall,31948,34310,2352
13065,11,common,34311,34448,126
13065,12,poster area,34449,34475,24
13065,13,common,34476,34484,8
13065,14,sub convention b,34485,36662,2176
13065,15,common,36663,36701,34
13065,16,poster area,36702,36708,6
13065,17,common,36709,37130,418
13065,18,south stairway (1st floor),37131,37146,14
13065,19,south stairway (2nd floor),37147,37169,21
13065,20,common,37170,37197,24
13065,21,rest area,37198,37836,633
13065,22,common,37837,37868,28
13065,23,south stairway (2nd floor),37869,37889,19
13065,24,south stairway (1st floor),37890,37916,25
13065,25,common,37917,38063,139
13065,26,service counter,38064,38071,7
13065,27,common,38072,38103,30
13065,28,room 3,38104,38772,665
13065,29,common,38773,38806,30
13065,30,toilet 2,38807,38867,59
13065,31,common,38868,38959,80
13065,32,exhibition hall,38960,39074,108
13065,33,common,39075,39141,61
13065,34,main convention,39142,41439,2294
13065,35,common,41440,41485,41
13065,36,exhibition hall,41486,41863,365
13065,37,common,41864,41922,54
13065,38,main convention,41923,43157,1226
13065,39,common,43158,43240,76
13065,40,exit 15-0,43241,43301,60
13067,0,entrance 4-0,33810,33818,8
13067,1,common,33819,33835,15
13067,2,reception,33836,34228,392
13067,3,common,34229,34247,17
13067,4,reception,34248,34269,21
13067,5,common,34270,34356,79
13067,6,sub convention b,34357,39217,4859
13067,7,common,39218,39253,32
13067,8,poster area,39254,39558,304
13067,9,common,39559,39575,15
13067,10,poster area,39576,39968,391
13067,11,common,39969,39979,10
13067,12,toilet 1,39980,40057,76
13067,13,common,40058,40079,20
13067,14,poster area,40080,40868,787
13067,15,common,40869,40920,47
13067,16,reception,40921,40928,7
13067,17,common,40929,40936,7
13067,18,exit 5-0,40937,40997,60
13072,0,entrance 4-0,31170,31177,7
13072,1,common,31178,31197,18
13072,2,reception,31198,31408,210
13072,3,common,31409,31428,18
13072,4,reception,31429,31464,35
13072,5,common,31465,31548,74
13072,6,toilet 1,31549,31638,89
13072,7,common,31639,31656,16
13072,8,poster area,31657,31672,14
13072,9,common,31673,31772,87
13072,10,exhibition hall,31773,32512,728
13072,11,common,32513,32640,123
13072,12,main convention,32641,35109,2466
13072,13,common,35110,35315,185
13072,14,poster area,35316,35322,6
13072,15,common,35323,35334,11
13072,16,sub convention b,35335,38947,3607
13072,17,common,38948,38969,20
13072,18,poster area,38970,38988,17
13072,19,common,38989,39026,33
13072,20,south stairway (1st floor),39027,39042,14
13072,21,south stairway (2nd floor),39043,39066,22
13072,22,common,39067,39134,58
13072,23,toilet 3,39135,39488,353
13072,24,common,39489,39551,53
13072,25,south stairway (2nd floor),39552,39567,14
13072,26,south stairway (1st floor),39568,39590,21
13072,27,common,39591,39643,45
13072,28,service counter,39644,39649,5
13072,29,common,39650,39663,12
13072,30,main convention,39664,41686,2018
13072,31,common,41687,41711,23
13072,32,service counter,41712,41727,14
13072,33,common,41728,41792,58
13072,34,south stairway (1st floor),41793,41809,15
13072,35,south stairway (2nd floor),41810,41836,25
13072,36,common,41837,41908,62
13072,37,toilet 3,41909,41998,89
13072,38,common,41999,42064,56
13072,39,south stairway (2nd floor),42065,42081,15
13072,40,south stairway (1st floor),42082,42105,22
13072,41,common,42106,42186,70
13072,42,main convention,42187,43102,909
13072,43,common,43103,43174,65
13072,44,exit 15-0,43175,43235,60
13083,0,entrance 0-2,34120,34127,7
13083,1,common,34128,34134,6
13083,2,reception,34135,34159,24
13083,3,common,34160,34175,14
13083,4,reception,34176,34568,392
13083,5,common,34569,34631,55
13083,6,sub convention c,34632,39065,4430
13083,7,common,39066,39074,8
13083,8,poster area,39075,39089,13
13083,9,common,39090,39100,10
13083,10,toilet 1,39101,39168,67
13083,11,common,39169,39506,335
13083,12,poster area,39507,39525,17
13083,13,common,39526,39578,46
13083,14,reception,39579,39585,6
13083,15,common,39586,39593,7
13083,16,exit 5-0,39594,39654,60
13085,0,entrance 2-0,30720,30728,8
13085,1,common,30729,30753,22
13085,2,reception,30754,31118,364
13085,3,common,31119,31198,69
13085,4,toilet 1,31199,31318,118
13085,5,common,31319,32487,1149
13085,6,service counter,32488,32494,6
13085,7,common,32495,32516,20
13085,8,main convention,32517,34871,2348
13085,9,common,34872,35010,122
13085,10,poster area,35011,35044,30
13085,11,common,35045,35063,17
13085,12,sub convention b,35064,36759,1692
13085,13,common,36760,36766,6
13085,14,poster area,36767,36780,12
13085,15,common,36781,36787,6
13085,16,toilet 1,36788,37028,240
13085,17,common,37029,37044,14
13085,18,poster area,37045,37059,13
13085,19,common,37060,37176,110
13085,20,poster area,37177,37398,221
13085,21,common,37399,37848,444
13085,22,poster area,37849,37855,6
13085,23,common,37856,37867,11
13085,24,room 1,37868,38292,423
13085,25,common,38293,38395,98
13085,26,south stairway (1st floor),38396,38411,14
13085,27,south stairway (2nd floor),38412,38434,21
13085,28,common,38435,38462,24
13085,29,rest area,38463,39074,609
13085,30,common,39075,39127,49
13085,31,south stairway (2nd floor),39128,39150,21
13085,32,south stairway (1st floor),39151,39179,27
13085,33,common,39180,39325,136
13085,34,main convention,39326,41504,2164
13085,35,common,41505,41557,48
13085,36,toilet 2,41558,41748,190
13085,37,common,41749,41792,40
13085,38,main convention,41793,42777,968
13085,39,common,42778,42911,117
13085,40,exit 5-0,42912,42972,60
13086,0,entrance 4-0,31540,31548,8
13086,1,common,31549,31561,12
13086,2,reception,31562,31918,356
13086,3,common,31919,31929,10
13086,4,reception,31930,31967,37
13086,5,common,31968,32076,98
13086,6,exhibition hall,32077,32553,461
13086,7,common,32554,32703,145
13086,8,main convention,32704,34947,2238
13086,9,common,34948,35144,174
13086,10,sub convention b,35145,35494,346
13086,11,common,35495,35502,7
13086,12,poster area,35503,35516,12
13086,13,common,35517,35566,43
13086,14,south stairway (1st floor),35567,35573,6
13086,15,common,35574,35601,24
13086,16,exit 15-0,35602,35662,60
13092,0,entrance 2-0,30880,30889,9
13092,1,common,30890,30918,26
13092,2,reception,30919,31338,419
13092,3,common,31339,31376,34
13092,4,poster area,31377,31391,13
13092,5,common,31392,31424,29
13092,6,toilet 1,31425,31490,64
13092,7,common,31491,31587,86
13092,8,south stairway (1st floor),31588,31603,14
13092,9,south stairway (2nd floor),31604,31626,21
13092,10,common,31627,32464,820
13092,11,south stairway (2nd floor),32465,32485,19
13092,12,south stairway (1st floor),32486,32516,29
13092,13,common,32517,32798,268
13092,14,main convention,32799,34968,2163
13092,15,common,34969,34997,26
13092,16,service counter,34998,35006,8
13092,17,common,35007,35112,95
13092,18,poster area,35113,35135,20
13092,19,common,35136,35163,25
13092,20,sub convention b,35164,37951,2784
13092,21,common,37952,38049,88
13092,22,room 1,38050,38650,598
13092,23,common,38651,38678,26
13092,24,poster area,38679,38696,16
13092,25,common,38697,38948,250
13092,26,poster area,38949,38977,26
13092,27,common,38978,39235,237
13092,28,main convention,39236,41486,2246
13092,29,common,41487,41543,51
13092,30,toilet 2,41544,41668,124
13092,31,common,41669,41767,91
13092,32,service counter,41768,41784,15
13092,33,common,41785,41877,88
13092,34,main convention,41878,42784,904
13092,35,common,42785,42825,36
13092,36,exit 17-0,42826,42886,60
13096,0,entrance 2-0,32240,32250,10
13096,1,common,32251,32270,18
13096,2,reception,32271,32708,437
13096,3,common,32709,32720,11
13096,4,reception,32721,32769,48
13096,5,common,32770,32817,43
13096,6,south stairway (1st floor),32818,32833,14
13096,7,south stairway (2nd floor),32834,32856,21
13096,8,common,32857,32892,31
13096,9,room 5,32893,41456,8557
13096,10,common,41457,41515,52
13096,11,toilet 3,41516,41608,92
13096,12,common,41609,41677,60
13096,13,south stairway (2nd floor),41678,41695,16
13096,14,south stairway (1st floor),41696,41720,23
13096,15,common,41721,41765,39
13096,16,exit 5-0,41766,41826,60
13100,0,entrance 4-0,32940,32947,7
13100,1,common,32948,32964,15
13100,2,reception,32965,33148,183
13100,3,common,33149,33166,16
13100,4,reception,33167,33185,18
13100,5,common,33186,34330,1129
13100,6,sub convention a,34331,37678,3347
13100,7,common,37679,37686,7
13100,8,poster area,37687,37703,15
13100,9,common,37704,37711,7
13100,10,toilet 1,37712,37748,36
13100,11,common,37749,37758,9
13100,12,poster area,37759,37774,14
13100,13,common,37775,37784,9
13100,14,sub convention b,37785,40353,2562
13100,15,common,40354,40365,11
13100,16,poster area,40366,40385,18
13100,17,common,40386,40473,77
13100,18,exit 15-0,40474,40534,60
13105,0,entrance 7-0,32130,32138,8
13105,1,common,32139,32182,40
13105,2,room 2,32183,32414,230
13105,3,common,32415,32674,247
13105,4,main convention,32675,37912,5219
13105,5,common,37913,37965,48
13105,6,toilet 2,37966,38353,386
13105,7,common,38354,38550,174
13105,8,poster area,38551,38578,25
13105,9,common,38579,38646,63
13105,10,sub convention a,38647,40718,2071
13105,11,common,40719,40747,27
13105,12,poster area,40748,41198,448
13105,13,common,41199,41255,53
13105,14,room 2,41256,41308,52
13105,15,common,41309,41445,127
13105,16,north stairway (1st floor),41446,41452,6
13105,17,common,41453,41509,49
13105,18,exit 19-15,41510,41570,60
13106,0,entrance 2-0,33310,33318,8
13106,1,common,33319,33334,14
13106,2,reception,33335,33588,253
13106,3,common,33589,33596,7
13106,4,reception,33597,33618,21
13106,5,common,33619,33790,148
13106,6,toilet 2,33791,34025,233
13106,7,common,34026,34053,24
13106,8,main convention,34054,34713,653
13106,9,common,34714,34836,106
13106,10,poster area,34837,34843,6
13106,11,common,34844,34874,27
13106,12,sub convention b,34875,39334,4458
13106,13,common,39335,39343,8
13106,14,poster area,39344,40046,700
13106,15,common,40047,40321,267
13106,16,south stairway (1st floor),40322,40329,7
13106,17,common,40330,40361,28
13106,18,exit 15-0,40362,40422,60
13112,0,entrance 2-0,32380,32388,8
13112,1,common,32389,32407,17
