start_time,end_time,source,target,movement_count
37200,37499,poster area,exhibition hall,1
37200,37499,poster area,south stairway (1st floor),1
37200,37499,poster area,toilet 1,3
37200,37499,room 2,poster area,1
37200,37499,room 5,south stairway (2nd floor),1
37200,37499,south stairway (1st floor),exhibition hall,1
37200,37499,south stairway (1st floor),south stairway (2nd floor),4
37200,37499,south stairway (2nd floor),rest area,2
37200,37499,south stairway (2nd floor),south stairway (1st floor),2
37200,37499,toilet 1,poster area,1
37200,37499,toilet 2,exhibition hall,1
37200,37499,toilet 2,poster area,1
37200,37499,toilet 3,south stairway (2nd floor),1
37500,37799,exhibition hall,poster area,1
37500,37799,exhibition hall,south stairway (1st floor),2
37500,37799,exhibition hall,toilet 1,1
37500,37799,exhibition hall,toilet 2,5
37500,37799,main convention,exhibition hall,53
37500,37799,main convention,north stairway (1st floor),5
37500,37799,main convention,poster area,8
37500,37799,main convention,room 3,2
37500,37799,main convention,south stairway (1st floor),36
37500,37799,main convention,toilet 1,10
37500,37799,main convention,toilet 2,131
37500,37799,north stairway (1st floor),north stairway (2nd floor),3
37500,37799,north stairway (1st floor),toilet 1,1
37500,37799,north stairway (2nd floor),toilet 3,2
37500,37799,poster area,room 2,1
37500,37799,poster area,toilet 1,2
37500,37799,room 2,poster area,1
37500,37799,room 3,exhibition hall,3
37500,37799,room 3,south stairway (1st floor),1
37500,37799,south stairway (1st floor),south stairway (2nd floor),43
37500,37799,south stairway (1st floor),toilet 2,1
37500,37799,south stairway (2nd floor),rest area,7
37500,37799,south stairway (2nd floor),south stairway (1st floor),1
37500,37799,south stairway (2nd floor),toilet 3,14
37500,37799,toilet 1,poster area,5
37500,37799,toilet 2,exhibition hall,13
37500,37799,toilet 2,main convention,2
37500,37799,toilet 2,poster area,2
37500,37799,toilet 2,room 3,2
37500,37799,toilet 2,south stairway (1st floor),4
37800,38099,exhibition hall,poster area,6
37800,38099,exhibition hall,room 3,37
37800,38099,exhibition hall,south stairway (1st floor),6
37800,38099,exhibition hall,toilet 1,2
37800,38099,main convention,exhibition hall,105
37800,38099,main convention,north stairway (1st floor),18
37800,38099,main convention,poster area,32
37800,38099,main convention,room 2,10
37800,38099,main convention,room 3,192
37800,38099,main convention,room 4,5
37800,38099,main convention,south stairway (1st floor),59
37800,38099,main convention,toilet 1,51
37800,38099,main convention,toilet 2,347
37800,38099,north stairway (1st floor),main convention,1
37800,38099,north stairway (1st floor),north stairway (2nd floor),14
37800,38099,north stairway (1st floor),poster area,1
37800,38099,north stairway (1st floor),room 2,2
37800,38099,north stairway (1st floor),toilet 1,2
37800,38099,north stairway (2nd floor),north stairway (1st floor),6
37800,38099,north stairway (2nd floor),toilet 3,11
37800,38099,poster area,exhibition hall,16
37800,38099,poster area,room 2,2
37800,38099,poster area,room 3,4
37800,38099,poster area,toilet 1,8
37800,38099,rest area,south stairway (2nd floor),12
37800,38099,room 2,main convention,1
37800,38099,room 2,poster area,2
37800,38099,room 2,room 3,1
37800,38099,room 2,south stairway (1st floor),1
37800,38099,room 3,exhibition hall,4
37800,38099,room 4,room 3,2
37800,38099,room 5,south stairway (2nd floor),49
37800,38099,south stairway (1st floor),exhibition hall,21
37800,38099,south stairway (1st floor),poster area,1
37800,38099,south stairway (1st floor),room 3,22
37800,38099,south stairway (1st floor),south stairway (2nd floor),63
37800,38099,south stairway (2nd floor),rest area,13
37800,38099,south stairway (2nd floor),south stairway (1st floor),96
37800,38099,south stairway (2nd floor),toilet 3,31
37800,38099,toilet 1,exhibition hall,3
37800,38099,toilet 1,poster area,12
37800,38099,toilet 1,room 2,3
37800,38099,toilet 2,exhibition hall,28
37800,38099,toilet 2,main convention,1
37800,38099,toilet 2,poster area,13
37800,38099,toilet 2,room 2,4
37800,38099,toilet 2,room 3,103
37800,38099,toilet 2,south stairway (1st floor),5
37800,38099,toilet 2,toilet 1,1
37800,38099,toilet 3,north stairway (2nd floor),6
37800,38099,toilet 3,rest area,5
37800,38099,toilet 3,south stairway (2nd floor),14
38100,38399,exhibition hall,poster area,1
38100,38399,exhibition hall,room 3,32
38100,38399,exhibition hall,south stairway (1st floor),1
38100,38399,exhibition hall,toilet 1,2
38100,38399,exhibition hall,toilet 2,13
38100,38399,main convention,exhibition hall,24
38100,38399,main convention,north stairway (1st floor),5
38100,38399,main convention,poster area,32
38100,38399,main convention,room 2,8
38100,38399,main convention,room 3,140
38100,38399,main convention,room 4,7
38100,38399,main convention,south stairway (1st floor),115
38100,38399,main convention,toilet 1,107
38100,38399,main convention,toilet 2,464
38100,38399,north stairway (1st floor),main convention,2
38100,38399,north stairway (1st floor),north stairway (2nd floor),6
38100,38399,north stairway (1st floor),poster area,1
38100,38399,north stairway (1st floor),room 2,4
38100,38399,north stairway (1st floor),toilet 1,2
38100,38399,north stairway (2nd floor),north stairway (1st floor),9
38100,38399,north stairway (2nd floor),toilet 3,10
38100,38399,poster area,exhibition hall,2
38100,38399,poster area,room 2,3
38100,38399,poster area,room 3,11
38100,38399,poster area,south stairway (1st floor),2
38100,38399,poster area,toilet 1,24
38100,38399,poster area,toilet 2,1
38100,38399,rest area,south stairway (2nd floor),1
38100,38399,room 2,poster area,7
38100,38399,room 2,room 3,4
38100,38399,room 3,exhibition hall,15
38100,38399,room 3,poster area,1
38100,38399,room 3,south stairway (1st floor),5
38100,38399,room 4,room 3,2
38100,38399,south stairway (1st floor),exhibition hall,4
38100,38399,south stairway (1st floor),poster area,2
38100,38399,south stairway (1st floor),room 3,59
38100,38399,south stairway (1st floor),south stairway (2nd floor),136
38100,38399,south stairway (1st floor),toilet 1,2
38100,38399,south stairway (1st floor),toilet 2,3
38100,38399,south stairway (2nd floor),rest area,2
38100,38399,south stairway (2nd floor),south stairway (1st floor),17
38100,38399,south stairway (2nd floor),toilet 3,117
38100,38399,toilet 1,poster area,52
38100,38399,toilet 1,room 2,7
38100,38399,toilet 1,room 3,7
38100,38399,toilet 1,south stairway (1st floor),1
38100,38399,toilet 2,exhibition hall,34
38100,38399,toilet 2,poster area,8
38100,38399,toilet 2,room 2,3
38100,38399,toilet 2,room 3,166
38100,38399,toilet 2,south stairway (1st floor),7
38100,38399,toilet 2,toilet 1,1
38100,38399,toilet 3,north stairway (2nd floor),10
38100,38399,toilet 3,rest area,23
38100,38399,toilet 3,south stairway (2nd floor),16
38400,38699,exhibition hall,poster area,2
38400,38699,exhibition hall,south stairway (1st floor),1
38400,38699,exhibition hall,toilet 2,2
38400,38699,main convention,poster area,4
38400,38699,main convention,toilet 1,12
38400,38699,main convention,toilet 2,159
38400,38699,north stairway (1st floor),poster area,4
38400,38699,north stairway (1st floor),room 2,6
38400,38699,north stairway (2nd floor),north stairway (1st floor),7
38400,38699,poster area,exhibition hall,2
38400,38699,poster area,room 2,8
38400,38699,poster area,room 3,4
38400,38699,poster area,south stairway (1st floor),15
38400,38699,poster area,toilet 1,12
38400,38699,rest area,south stairway (2nd floor),1
38400,38699,room 2,exhibition hall,1
38400,38699,room 2,poster area,16
38400,38699,room 3,exhibition hall,62
38400,38699,room 3,poster area,10
38400,38699,room 3,room 2,3
38400,38699,room 3,room 4,1
38400,38699,room 3,south stairway (1st floor),28
38400,38699,room 3,toilet 1,3
38400,38699,room 3,toilet 2,42
38400,38699,room 4,poster area,1
38400,38699,south stairway (1st floor),exhibition hall,2
38400,38699,south stairway (1st floor),room 3,3
38400,38699,south stairway (1st floor),south stairway (2nd floor),66
38400,38699,south stairway (1st floor),toilet 1,3
38400,38699,south stairway (2nd floor),rest area,30
38400,38699,south stairway (2nd floor),room 5,2
38400,38699,south stairway (2nd floor),south stairway (1st floor),11
38400,38699,south stairway (2nd floor),toilet 3,32
38400,38699,toilet 1,exhibition hall,1
38400,38699,toilet 1,poster area,85
38400,38699,toilet 1,room 2,5
38400,38699,toilet 1,room 3,2
38400,38699,toilet 1,south stairway (1st floor),4
38400,38699,toilet 2,exhibition hall,84
38400,38699,toilet 2,main convention,3
38400,38699,toilet 2,poster area,23
38400,38699,toilet 2,room 2,13
38400,38699,toilet 2,room 3,70
38400,38699,toilet 2,room 4,1
38400,38699,toilet 2,south stairway (1st floor),27
38400,38699,toilet 2,toilet 1,9
38400,38699,toilet 3,north stairway (2nd floor),7
38400,38699,toilet 3,rest area,75
38400,38699,toilet 3,south stairway (2nd floor),10
38700,38999,exhibition hall,poster area,5
38700,38999,exhibition hall,south stairway (1st floor),5
38700,38999,exhibition hall,toilet 1,1
38700,38999,exhibition hall,toilet 2,2
38700,38999,main convention,north stairway (1st floor),6
38700,38999,main convention,poster area,4
38700,38999,north stairway (1st floor),north stairway (2nd floor),5
38700,38999,north stairway (1st floor),room 2,2
38700,38999,north stairway (2nd floor),north stairway (1st floor),1
38700,38999,north stairway (2nd floor),toilet 3,5
38700,38999,poster area,exhibition hall,7
38700,38999,poster area,room 2,16
38700,38999,poster area,south stairway (1st floor),25
38700,38999,poster area,toilet 1,21
38700,38999,poster area,toilet 2,1
38700,38999,room 2,poster area,17
38700,38999,room 3,exhibition hall,157
38700,38999,room 3,main convention,1
38700,38999,room 3,poster area,17
38700,38999,room 3,room 2,14
38700,38999,room 3,south stairway (1st floor),114
38700,38999,room 3,toilet 1,11
38700,38999,room 3,toilet 2,172
38700,38999,south stairway (1st floor),exhibition hall,4
38700,38999,south stairway (1st floor),poster area,4
38700,38999,south stairway (1st floor),room 3,1
38700,38999,south stairway (1st floor),room 4,1
38700,38999,south stairway (1st floor),south stairway (2nd floor),173
38700,38999,south stairway (1st floor),toilet 1,2
38700,38999,south stairway (2nd floor),rest area,82
38700,38999,south stairway (2nd floor),room 5,18
38700,38999,south stairway (2nd floor),south stairway (1st floor),5
38700,38999,south stairway (2nd floor),toilet 3,22
38700,38999,toilet 1,exhibition hall,2
38700,38999,toilet 1,poster area,40
38700,38999,toilet 1,south stairway (1st floor),8
38700,38999,toilet 2,exhibition hall,102
38700,38999,toilet 2,main convention,2
38700,38999,toilet 2,poster area,35
38700,38999,toilet 2,room 2,39
38700,38999,toilet 2,room 3,10
38700,38999,toilet 2,room 4,1
38700,38999,toilet 2,south stairway (1st floor),28
38700,38999,toilet 2,toilet 1,12
38700,38999,toilet 3,rest area,39
38700,38999,toilet 3,south stairway (2nd floor),4
39000,39299,exhibition hall,main convention,227
39000,39299,exhibition hall,poster area,1
39000,39299,exhibition hall,south stairway (1st floor),6
39000,39299,exhibition hall,toilet 1,2
39000,39299,exhibition hall,toilet 2,7
39000,39299,main convention,toilet 2,1
39000,39299,north stairway (1st floor),main convention,19
39000,39299,north stairway (1st floor),north stairway (2nd floor),1
39000,39299,north stairway (2nd floor),north stairway (1st floor),6
39000,39299,north stairway (2nd floor),toilet 3,1
39000,39299,poster area,exhibition hall,3
39000,39299,poster area,main convention,53
39000,39299,poster area,north stairway (1st floor),8
39000,39299,poster area,room 2,2
39000,39299,poster area,room 3,1
39000,39299,poster area,south stairway (1st floor),20
39000,39299,poster area,toilet 1,9
39000,39299,poster area,toilet 2,1
39000,39299,rest area,south stairway (2nd floor),288
39000,39299,room 2,main convention,72
39000,39299,room 2,north stairway (1st floor),4
39000,39299,room 2,poster area,15
39000,39299,room 2,south stairway (1st floor),2
39000,39299,room 3,exhibition hall,77
39000,39299,room 3,main convention,9
39000,39299,room 3,poster area,14
39000,39299,room 3,room 2,13
39000,39299,room 3,south stairway (1st floor),66
39000,39299,room 3,toilet 1,20
39000,39299,room 3,toilet 2,4
39000,39299,room 4,main convention,14
39000,39299,south stairway (1st floor),exhibition hall,2
39000,39299,south stairway (1st floor),main convention,15
39000,39299,south stairway (1st floor),poster area,1
39000,39299,south stairway (1st floor),south stairway (2nd floor),152
39000,39299,south stairway (1st floor),toilet 1,2
39000,39299,south stairway (2nd floor),rest area,91
39000,39299,south stairway (2nd floor),room 5,17
39000,39299,south stairway (2nd floor),south stairway (1st floor),302
39000,39299,south stairway (2nd floor),toilet 3,38
39000,39299,toilet 1,exhibition hall,2
39000,39299,toilet 1,main convention,5
39000,39299,toilet 1,north stairway (1st floor),2
39000,39299,toilet 1,poster area,12
39000,39299,toilet 1,south stairway (1st floor),8
39000,39299,toilet 2,exhibition hall,144
39000,39299,toilet 2,main convention,117
39000,39299,toilet 2,poster area,19
39000,39299,toilet 2,room 2,40
39000,39299,toilet 2,room 3,1
39000,39299,toilet 2,south stairway (1st floor),46
39000,39299,toilet 2,toilet 1,8
39000,39299,toilet 3,north stairway (2nd floor),6
39000,39299,toilet 3,rest area,15
39000,39299,toilet 3,room 5,2
39000,39299,toilet 3,south stairway (2nd floor),23
39300,39599,exhibition hall,main convention,325
39300,39599,exhibition hall,poster area,2
39300,39599,exhibition hall,south stairway (1st floor),3
39300,39599,exhibition hall,toilet 1,2
39300,39599,exhibition hall,toilet 2,3
39300,39599,north stairway (1st floor),main convention,4
39300,39599,poster area,main convention,166
39300,39599,poster area,north stairway (1st floor),1
39300,39599,poster area,south stairway (1st floor),4
39300,39599,poster area,toilet 1,3
39300,39599,rest area,south stairway (2nd floor),71
39300,39599,room 2,main convention,32
39300,39599,room 2,north stairway (1st floor),1
39300,39599,room 2,poster area,2
39300,39599,room 2,south stairway (1st floor),1
39300,39599,room 3,main convention,5
39300,39599,room 3,poster area,1
39300,39599,room 3,toilet 1,4
39300,39599,south stairway (1st floor),exhibition hall,2
39300,39599,south stairway (1st floor),main convention,176
39300,39599,south stairway (1st floor),south stairway (2nd floor),7
39300,39599,south stairway (2nd floor),rest area,2
39300,39599,south stairway (2nd floor),room 5,11
39300,39599,south stairway (2nd floor),room 6,1
39300,39599,south stairway (2nd floor),south stairway (1st floor),207
39300,39599,south stairway (2nd floor),toilet 3,3
39300,39599,toilet 1,exhibition hall,1
39300,39599,toilet 1,main convention,22
39300,39599,toilet 1,north stairway (1st floor),2
39300,39599,toilet 1,poster area,5
39300,39599,toilet 1,south stairway (1st floor),1
39300,39599,toilet 2,exhibition hall,16
39300,39599,toilet 2,main convention,33
39300,39599,toilet 2,poster area,30
39300,39599,toilet 2,room 2,7
39300,39599,toilet 2,south stairway (1st floor),9
39300,39599,toilet 2,toilet 1,3
39300,39599,toilet 3,south stairway (2nd floor),31
39600,39899,exhibition hall,main convention,296
39600,39899,exhibition hall,poster area,4
39600,39899,exhibition hall,south stairway (1st floor),3
39600,39899,exhibition hall,toilet 1,2
39600,39899,exhibition hall,toilet 2,7
39600,39899,main convention,exhibition hall,1
39600,39899,north stairway (1st floor),main convention,2
39600,39899,poster area,exhibition hall,2
39600,39899,poster area,main convention,99
39600,39899,poster area,south stairway (1st floor),1
39600,39899,poster area,toilet 1,2
39600,39899,poster area,toilet 2,2
39600,39899,rest area,south stairway (2nd floor),1
39600,39899,room 2,main convention,36
39600,39899,room 2,north stairway (1st floor),1
39600,39899,room 3,main convention,3
39600,39899,south stairway (1st floor),exhibition hall,6
39600,39899,south stairway (1st floor),main convention,236
39600,39899,south stairway (1st floor),south stairway (2nd floor),4
39600,39899,south stairway (1st floor),toilet 2,3
39600,39899,south stairway (2nd floor),south stairway (1st floor),5
39600,39899,toilet 1,exhibition hall,1
39600,39899,toilet 1,main convention,47
39600,39899,toilet 1,poster area,3
39600,39899,toilet 1,toilet 2,1
39600,39899,toilet 2,exhibition hall,1
39600,39899,toilet 2,main convention,26
39600,39899,toilet 2,south stairway (1st floor),2
39900,40199,exhibition hall,main convention,13
39900,40199,exhibition hall,poster area,1
39900,40199,exhibition hall,toilet 1,1
39900,40199,main convention,south stairway (1st floor),1
39900,40199,poster area,exhibition hall,1
39900,40199,poster area,main convention,26
39900,40199,room 2,main convention,3
39900,40199,room 3,exhibition hall,1
39900,40199,room 6,south stairway (2nd floor),1
39900,40199,south stairway (1st floor),main convention,82
39900,40199,south stairway (1st floor),south stairway (2nd floor),7
39900,40199,south stairway (2nd floor),room 6,6
39900,40199,south stairway (2nd floor),south stairway (1st floor),3
39900,40199,south stairway (2nd floor),toilet 3,1
39900,40199,toilet 1,main convention,12
39900,40199,toilet 1,poster area,3
39900,40199,toilet 2,exhibition hall,1
39900,40199,toilet 2,main convention,12
39900,40199,toilet 2,room 3,1
39900,40199,toilet 2,south stairway (1st floor),1
39900,40199,toilet 3,south stairway (2nd floor),1
40200,40499,exhibition hall,main convention,5
40200,40499,poster area,exhibition hall,2
40200,40499,poster area,main convention,2
40200,40499,poster area,south stairway (1st floor),2
40200,40499,rest area,toilet 3,1
40200,40499,room 4,main convention,1
40200,40499,room 6,south stairway (2nd floor),2
40200,40499,south stairway (1st floor),exhibition hall,1
40200,40499,south stairway (1st floor),main convention,2
40200,40499,south stairway (1st floor),south stairway (2nd floor),3
40200,40499,south stairway (2nd floor),room 6,4
40200,40499,south stairway (2nd floor),south stairway (1st floor),3
40200,40499,south stairway (2nd floor),toilet 3,1
40200,40499,toilet 3,south stairway (2nd floor),1
40500,40799,exhibition hall,main convention,2
40500,40799,exhibition hall,south stairway (1st floor),1
40500,40799,poster area,south stairway (1st floor),1
40500,40799,south stairway (1st floor),main convention,1
40500,40799,south stairway (1st floor),south stairway (2nd floor),2
40500,40799,south stairway (2nd floor),rest area,1
40500,40799,south stairway (2nd floor),south stairway (1st floor),2
40500,40799,south stairway (2nd floor),toilet 3,1
40500,40799,toilet 3,south stairway (2nd floor),2
40800,41099,exhibition hall,main convention,4
40800,41099,main convention,exhibition hall,1
40800,41099,main convention,toilet 2,1
40800,41099,rest area,toilet 3,1
40800,41099,room 5,toilet 3,1
40800,41099,south stairway (1st floor),main convention,1
40800,41099,south stairway (1st floor),room 4,1
40800,41099,south stairway (2nd floor),south stairway (1st floor),1
40800,41099,toilet 3,room 5,1
41100,41399,exhibition hall,main convention,3
41100,41399,exhibition hall,south stairway (1st floor),1
41100,41399,main convention,exhibition hall,1
41100,41399,rest area,south stairway (2nd floor),1
41100,41399,rest area,toilet 3,1
41100,41399,south stairway (1st floor),exhibition hall,2
41100,41399,south stairway (1st floor),south stairway (2nd floor),1
41100,41399,south stairway (2nd floor),south stairway (1st floor),4
41100,41399,south stairway (2nd floor),toilet 3,1
41100,41399,toilet 3,south stairway (2nd floor),1
41400,41699,exhibition hall,south stairway (1st floor),2
41400,41699,exhibition hall,toilet 2,1
41400,41699,main convention,south stairway (1st floor),1
41400,41699,main convention,toilet 2,1
41400,41699,poster area,room 4,1
41400,41699,rest area,south stairway (2nd floor),3
41400,41699,south stairway (1st floor),main convention,5
41400,41699,south stairway (1st floor),south stairway (2nd floor),5
41400,41699,south stairway (2nd floor),rest area,1
41400,41699,south stairway (2nd floor),room 6,1
41400,41699,south stairway (2nd floor),south stairway (1st floor),4
41400,41699,south stairway (2nd floor),toilet 3,1
41400,41699,toilet 2,exhibition hall,1
41400,41699,toilet 2,main convention,1
41400,41699,toilet 2,south stairway (1st floor),1
41400,41699,toilet 3,rest area,1
41400,41699,toilet 3,south stairway (2nd floor),1
41700,41999,exhibition hall,toilet 1,1
41700,41999,exhibition hall,toilet 2,1
41700,41999,rest area,south stairway (2nd floor),1
41700,41999,room 6,south stairway (2nd floor),1
41700,41999,south stairway (1st floor),exhibition hall,1
41700,41999,south stairway (1st floor),main convention,1
41700,41999,south stairway (1st floor),south stairway (2nd floor),2
41700,41999,south stairway (1st floor),toilet 1,1
41700,41999,south stairway (1st floor),toilet 2,1
41700,41999,south stairway (2nd floor),room 6,2
41700,41999,south stairway (2nd floor),south stairway (1st floor),3
41700,41999,south stairway (2nd floor),toilet 3,1
41700,41999,toilet 2,exhibition hall,1
41700,41999,toilet 3,south stairway (2nd floor),1
42000,42299,exhibition hall,main convention,2
42000,42299,exhibition hall,south stairway (1st floor),7
42000,42299,main convention,exhibition hall,2
42000,42299,main convention,south stairway (1st floor),11
42000,42299,main convention,toilet 2,6
42000,42299,north stairway (1st floor),south stairway (1st floor),1
42000,42299,rest area,south stairway (2nd floor),1
42000,42299,room 5,room 6,1
42000,42299,south stairway (1st floor),south stairway (2nd floor),40
42000,42299,south stairway (2nd floor),room 6,37
42000,42299,south stairway (2nd floor),south stairway (1st floor),1
42000,42299,south stairway (2nd floor),toilet 3,2
42000,42299,toilet 2,exhibition hall,1
42000,42299,toilet 2,main convention,2
42000,42299,toilet 3,rest area,1
42300,42599,exhibition hall,room 4,1
42300,42599,exhibition hall,toilet 2,1
42300,42599,main convention,south stairway (1st floor),5
42300,42599,main convention,toilet 2,6
42300,42599,rest area,south stairway (2nd floor),2
42300,42599,south stairway (1st floor),south stairway (2nd floor),6
42300,42599,south stairway (1st floor),toilet 1,2
42300,42599,south stairway (2nd floor),rest area,1
42300,42599,south stairway (2nd floor),room 6,5
42300,42599,south stairway (2nd floor),south stairway (1st floor),3
42300,42599,south stairway (2nd floor),toilet 3,1
42300,42599,toilet 1,poster area,1
42300,42599,toilet 1,south stairway (1st floor),1
42300,42599,toilet 2,exhibition hall,2
42300,42599,toilet 2,main convention,1
42300,42599,toilet 2,poster area,1
42300,42599,toilet 2,room 2,1
42300,42599,toilet 3,rest area,1
42300,42599,toilet 3,south stairway (2nd floor),1
42600,42899,exhibition hall,south stairway (1st floor),3
42600,42899,exhibition hall,toilet 1,1
42600,42899,exhibition hall,toilet 2,1
42600,42899,main convention,exhibition hall,4
42600,42899,main convention,poster area,2
42600,42899,main convention,south stairway (1st floor),3
42600,42899,main convention,toilet 1,1
42600,42899,main convention,toilet 2,29
42600,42899,poster area,toilet 1,1
42600,42899,rest area,south stairway (2nd floor),11
42600,42899,rest area,toilet 3,3
42600,42899,room 2,north stairway (1st floor),1
42600,42899,room 2,poster area,2
42600,42899,south stairway (1st floor),exhibition hall,1
42600,42899,south stairway (1st floor),south stairway (2nd floor),3
42600,42899,south stairway (2nd floor),rest area,1
42600,42899,south stairway (2nd floor),south stairway (1st floor),12
42600,42899,south stairway (2nd floor),toilet 3,1
42600,42899,toilet 1,poster area,3
42600,42899,toilet 2,exhibition hall,3
42600,42899,toilet 2,main convention,5
42600,42899,toilet 2,room 3,1
42600,42899,toilet 3,rest area,2
42600,42899,toilet 3,south stairway (2nd floor),1
42900,43199,exhibition hall,toilet 2,1
42900,43199,main convention,exhibition hall,1
42900,43199,main convention,north stairway (1st floor),2
42900,43199,main convention,poster area,2
42900,43199,main convention,room 4,2
42900,43199,main convention,south stairway (1st floor),16
42900,43199,main convention,toilet 1,15
42900,43199,main convention,toilet 2,96
42900,43199,north stairway (1st floor),north stairway (2nd floor),1
42900,43199,north stairway (1st floor),toilet 1,1
42900,43199,north stairway (2nd floor),toilet 3,1
42900,43199,poster area,south stairway (1st floor),2
42900,43199,poster area,toilet 1,4
42900,43199,rest area,south stairway (2nd floor),1
42900,43199,south stairway (1st floor),poster area,1
42900,43199,south stairway (1st floor),south stairway (2nd floor),22
42900,43199,south stairway (2nd floor),rest area,2
42900,43199,south stairway (2nd floor),south stairway (1st floor),4
42900,43199,south stairway (2nd floor),toilet 3,11
42900,43199,toilet 1,poster area,5
42900,43199,toilet 1,south stairway (1st floor),1
42900,43199,toilet 2,exhibition hall,5
42900,43199,toilet 2,main convention,6
42900,43199,toilet 2,poster area,3
42900,43199,toilet 2,room 2,1
42900,43199,toilet 2,south stairway (1st floor),5
42900,43199,toilet 2,toilet 1,2
42900,43199,toilet 3,south stairway (2nd floor),2
43200,43499,exhibition hall,main convention,1
43200,43499,exhibition hall,south stairway (1st floor),25
43200,43499,main convention,exhibition hall,1
43200,43499,main convention,north stairway (1st floor),6
43200,43499,main convention,poster area,2
43200,43499,main convention,south stairway (1st floor),50
43200,43499,main convention,toilet 1,5
43200,43499,main convention,toilet 2,34
43200,43499,north stairway (1st floor),north stairway (2nd floor),11
43200,43499,north stairway (2nd floor),restaurant,8
43200,43499,poster area,north stairway (1st floor),1
43200,43499,poster area,room 4,1
43200,43499,poster area,south stairway (1st floor),12
43200,43499,poster area,toilet 1,2
43200,43499,rest area,restaurant,4
43200,43499,room 2,north stairway (1st floor),3
43200,43499,room 2,poster area,1
43200,43499,room 4,south stairway (1st floor),4
43200,43499,room 5,restaurant,168
43200,43499,south stairway (1st floor),room 2,1
43200,43499,south stairway (1st floor),south stairway (2nd floor),130
43200,43499,south stairway (1st floor),toilet 1,1
43200,43499,south stairway (2nd floor),restaurant,77
43200,43499,south stairway (2nd floor),south stairway (1st floor),3
43200,43499,south stairway (2nd floor),toilet 3,14
43200,43499,toilet 1,exhibition hall,1
43200,43499,toilet 1,north stairway (1st floor),1
43200,43499,toilet 1,poster area,4
43200,43499,toilet 1,room 2,1
43200,43499,toilet 1,south stairway (1st floor),5
43200,43499,toilet 2,exhibition hall,2
43200,43499,toilet 2,main convention,4
43200,43499,toilet 2,poster area,1
43200,43499,toilet 2,south stairway (1st floor),45
43200,43499,toilet 2,toilet 1,1
43200,43499,toilet 3,restaurant,14
43200,43499,toilet 3,south stairway (2nd floor),3
43500,43799,exhibition hall,south stairway (1st floor),2
43500,43799,main convention,exhibition hall,3
43500,43799,main convention,north stairway (1st floor),15
43500,43799,main convention,south stairway (1st floor),140
43500,43799,main convention,toilet 1,1
43500,43799,main convention,toilet 2,9
43500,43799,north stairway (1st floor),north stairway (2nd floor),15
43500,43799,north stairway (2nd floor),restaurant,14
43500,43799,north stairway (2nd floor),toilet 3,1
43500,43799,poster area,south stairway (1st floor),2
43500,43799,restaurant,rest area,2
43500,43799,restaurant,room 5,2
43500,43799,restaurant,south stairway (2nd floor),4
43500,43799,restaurant,toilet 3,13
43500,43799,south stairway (1st floor),south stairway (2nd floor),184
43500,43799,south stairway (2nd floor),restaurant,172
43500,43799,south stairway (2nd floor),south stairway (1st floor),1
43500,43799,south stairway (2nd floor),toilet 3,5
43500,43799,toilet 1,north stairway (1st floor),1
43500,43799,toilet 1,poster area,2
43500,43799,toilet 1,south stairway (1st floor),7
43500,43799,toilet 2,south stairway (1st floor),33
43500,43799,toilet 3,restaurant,12
43500,43799,toilet 3,room 5,1
43800,44099,exhibition hall,south stairway (1st floor),2
43800,44099,main convention,exhibition hall,1
43800,44099,main convention,north stairway (1st floor),15
43800,44099,main convention,poster area,1
43800,44099,main convention,room 4,1
43800,44099,main convention,south stairway (1st floor),146
43800,44099,main convention,toilet 1,2
43800,44099,main convention,toilet 2,14
43800,44099,north stairway (1st floor),north stairway (2nd floor),12
43800,44099,north stairway (1st floor),south stairway (1st floor),1
43800,44099,north stairway (2nd floor),north stairway (1st floor),1
43800,44099,north stairway (2nd floor),restaurant,12
43800,44099,poster area,south stairway (1st floor),3
43800,44099,poster area,toilet 1,5
43800,44099,rest area,room 5,1
43800,44099,restaurant,north stairway (2nd floor),1
43800,44099,restaurant,rest area,8
43800,44099,restaurant,room 5,1
43800,44099,restaurant,south stairway (2nd floor),48
43800,44099,restaurant,toilet 3,51
43800,44099,room 4,south stairway (1st floor),1
43800,44099,room 5,room 6,1
43800,44099,room 6,north stairway (2nd floor),1
43800,44099,room 6,room 5,1
43800,44099,room 6,south stairway (2nd floor),27
43800,44099,room 6,toilet 3,14
43800,44099,south stairway (1st floor),exhibition hall,4
43800,44099,south stairway (1st floor),main convention,2
43800,44099,south stairway (1st floor),poster area,5
43800,44099,south stairway (1st floor),south stairway (2nd floor),182
43800,44099,south stairway (1st floor),toilet 1,5
43800,44099,south stairway (1st floor),toilet 2,5
43800,44099,south stairway (2nd floor),restaurant,166
43800,44099,south stairway (2nd floor),room 6,20
43800,44099,south stairway (2nd floor),south stairway (1st floor),76
43800,44099,south stairway (2nd floor),toilet 3,1
43800,44099,toilet 1,poster area,2
43800,44099,toilet 1,south stairway (1st floor),1
43800,44099,toilet 2,south stairway (1st floor),10
43800,44099,toilet 3,rest area,1
43800,44099,toilet 3,restaurant,1
43800,44099,toilet 3,room 5,16
43800,44099,toilet 3,room 6,1
43800,44099,toilet 3,south stairway (2nd floor),2
44100,44399,exhibition hall,main convention,1
44100,44399,exhibition hall,south stairway (1st floor),7
